ID_HEX|JAPONÊS|TRADUÇÃO|NOTAS
0x11E75|ブライ「どうも　年寄りには 刺激がえ||
0x11E76|愛つホフマンは「「いっょくに「まったく　年がいもなく コーフンしてしまいましたわい。||
0x11E77|クリフト「わ　私は　なにを 期待していたのか……。 クリフト「おお　神よ。 どうか　この罪深き　私を 罰してください。||
0x11E78|アリーナ「サービスって　飲食代を 負けてくれるってことかしら？ アリーナ「でも　寝ないで 朝まで　飲み食いするなんて 身体に悪いわよね。||
0x11E79|ライアン「ぬふ～っ！ 冗談だとは　あんまりな！ 私は　真剣に悩んでいたのに……。||
0x11E7A|ホフマン「お姫さまですか……。 いいですね。私も　お姫さまと 旅をしてみたいものです。 ホフマン「あ　いや。 みなさんと旅するのが　イヤだと 言ってるわけではないですよ。||
0x11E7B|ミネア「デスピサロ……。 何度か　聞いた名ですが どうにも　不吉なものを感じます。 ミネア「いったい　何者なんでしょうか？||
0x11E7C|マーニャ「あたしたちって　誰かを 探してるんだっけ？ マーニャ「ああ　そうね。 旅の仲間になってくれる人を 探してたんだっけ。||
0x11E7D|ホフマン「ミントス製の地図は なんでも　世界一　正確だとか。 ホフマン「海を旅する者は　みな ミントスの地図を 愛用してるそうですよ。||
0x11E7E|ミネア「買えないとわかると なんだか　無性にほしくなりますね。 ミネア「手の届かないものほど 魅力的に||
0x11E7F|えるのは どうしてなんでしょう？||
0x11E80|マーニャ「そんなに欲しけりゃ 自分で　ミントスまで いけばいいのに。あきれた男ね。||
0x11E81|ミネア「意の弱い人……。 そんなんじゃ　ダメダメです。||
0x11E82|マーニャ「あの人の気持ち　わかるわ。 マーニャ「あたしも　お金があると ついつい　お酒を飲んだり カジノにつぎこんだりしちゃうもの。 マーニャ「でも　それが 人間らしい生きかたってもんよね？ な　なによ　そのため息は！？||
0x11E83|トルネコ「私は　さいわいにも お酒を　飲む方じゃないですから 自分の船を　持てましたよ。||
0x11E84|ライアン「だらしない男ですな。 酒は飲んでも　飲まれるなとは よく言ったものです。||
0x11E85|トルネコ「武器屋のカガミだなんて 面と向かって　言われると テレちゃいますね。 トルネコ「でも　本当のところ 私は　ほめられるような人間じゃ ありませんよ。 トルネコ「自分の夢のために 妻や息||
0x11E86|よ　分まえミネア いて……。 まったく　ロクなもんじゃない。||
0x11E87|ホフマン「売り物が　切れているのに 気づかないなんて 商売人として　失格ですよ～。||
0x11E88|マーニャ「なによ　もう！ 期待させといて　モノがないなんて それはないんじゃない？||
0x11E89|トルネコ「売り切れとは　残念でしたな。 トルネコ「まあ　本当に必要なモノなら いずれ　自ずと　こちらの手に 飛びこんできますよ。 トルネコ「それが　人とモノとの 縁というものです。||
0x11E8A|クリフト「地図が　いつの間にか なくなってるとは 不思議なことが　あるものですね。 クリフト「まさか　どろぼう？ ……でも　地図なんか　盗んで どうするんでしょうか？||
0x11E8B|ミネア「<HERO>さん　フケツです。||
0x11E8C|マーニャ「な～に　<HERO>ったら そんなに　ガッカリしたの？ マーニャ「なんなら　あたしが 朝まで　つきあってあげようか？ マーニャ「アハハハ……。 ハナの穴ふくらましちゃって や～ね。もちろん　冗談よ。||
0x11E8D|ホフマン「お姫さまですか……。 いいですね。私も　お姫さまと 旅をしてみたいものです。 ホフマン「あ　いや。 みなさんと旅するのが　イヤだと 言ってるわけではないですよ。||
0x11E8E|ミネア「デスピサロ……。 何度か　聞いた名ですが どうにも　不吉なものを感じます。 ミネア「いったい　何者なんでしょうか？||
0x11E8F|マーニャ「あたしたちって　誰かを 探してるんだっけ？ マーニャ「ああ　そうね。 旅の仲間になってくれる人を 探してたんだっけ。||
0x11E90|ホフマン「ミントス製の地図は なんでも　世界一　正確だとか。 ホフマン「海を旅する者は　みな ミントスの地図を 愛用してるそうですよ。||
0x11E91|ミネア「買えないとわかると なんだか　無性にほしくなりますね。 ミネア「手の届かないものほど 魅力的に||
0x11E92|えるのは どうしてなんでしょう？||
0x11E93|マーニャ「そんなに欲しけりゃ 自分で　ミントスまで いけばいいのに。あきれた男ね。||
0x11E94|ミネア「意の弱い人……。 そんなんじゃ　ダメダメです。||
0x11E95|マーニャ「あの人の気持ち　わかるわ。 マーニャ「あたしも　お金があると ついつい　お酒を飲んだり カジノにつぎこんだりしちゃうもの。 マーニャ「でも　それが 人間らしい生きかたってもんよね？ な　なによ　そのため息は！？||
0x11E96|ホフマン「売り物が　切れているのに 気づかないなんて 商売人として　失格ですよ～。||
0x11E97|ミネア「世界地図があれば 海に出た時に　便利なのですが…。 ミネア「何者かが　私たちの旅を ジャマしているのでしょうか？||
0x11E98|マーニャ「なによ　もう！ 期待させといて　モノがないなんて それはないんじゃない？||
0x11E99|トルネコ「う～ん……ネネ…ポポロ…… お父さんは……むにゃむにゃ。||
0x11E9A|おそれを知らぬ者よ。 ゆきたければ　ゆくがよい……。 しかし　必ずや お前たちの船は 海のもくずと　消えるであろう……。||
0x11E9B|ンゴゴゴ……ゴゴ。||
0x11E9C|ぐうぐう……。||
0x11E9D|船を　魔物たちに沈められ 自殺した人も　いたとか。 かわいそうに……。||
0x11E9E|そこの　カギのかかった部屋は あかずの間になってるんですよ。 なんでも　その部屋に泊まった人が 次の日　がい骨になっていたとか。 おお　こわい……！||
0x11E9F|ミネア「今のは　魔物の手先か 何かなのでしょうか？ ミネア「でも　気にすることは ありませんよ。わたしの占いでは 船旅は　安全と出ています。||
0x11EA0|マーニャ「な　なに　今の？ 不吉なこと　言っちゃって……。 マーニャ「そんな　こけおどし あたしたちには　通じないわよ！||
0x11EA1|トルネコ「今のって　私の船が 沈むってことですか？ トルネコ「ああ　何てことだ！ ……で　でも　みなさんが いてくれれば　大丈夫ですよね？ トルネコ「なにしろ 伝説の勇者の一行なんですから。||
0x11EA2|アリーナ「にくたらしい奴ね！ 消える前に　一発 殴ってやればよかったわ。||
0x11EA3|ライアン「なんと　挑戦的な！ だが　魔物め。お前たちの 思い通りになると思うなよ！||
0x11EA4|ミネア「かわいそうに……。 亡くなられた方の ご冥福を　祈りますわ。||
0x11EA5|マーニャ「いくら　船を失ったからって 自殺するなんて　バカげてるわ！ マーニャ「あたしなんて 何度　絶望しかけたことか……。 マーニャ「父さんを　殺されたり カタキ討ちに　失敗したり カジノで　有り金すったり……。 マーニャ「それでも　今日も たくましく　生きているんだから！||
0x11EA6|トルネコ「船を失い　自殺とは なんとも　やりきれない話ですな。 トルネコ「同じ　船のオーナーとして その方には　同情しますよ。||
0x11EA7|クリフト「自殺するなんて 神の教えに　背くことです。 クリフト「何もかも　失っても 生きてさえいれば　いくらでも やり直しはきくというのに……。||
0x11EA8|ホフマン「うう。 なんて　恐ろしいっ！ ホフマン「<HERO>さん。 あささしささささあさも。い！か れ||
0x11EA9|いし。||
0x11EAA|ミネア「確かに　あの部屋からは ただならぬ気配を　感じます。 ミネア「あの人の言うことも まんざら　ウソでは ないようですね。||
0x11EAB|マーニャ「な　なによ？ あたしは　そんな作り話で こ　怖がったりはしないわよ！||
0x11EAC|アリーナ「この部屋　化け物でも 出るのかしら？　殴れる相手なら ぶっとばしてやるんだけど。||
0x11EAD|ライアン「ほほう。 あかずの間とは　おもしろい。 ライアン「できることなら 私が　泊まって　真実を 確かめてみたいところだな。||
0x11EAE|ミネア「今のは　魔物の手先か 何かなのでしょうか？ ミネア「でも　気にすることは ありませんよ。わたしの占いでは 船旅は　安全と出ています。||
0x11EAF|マーニャ「な　なに　今の？ 不吉なこと　言っちゃって……。 マーニャ「そんな　こけおどし あたしたちには　通じないわよ！||
0x11EB0|ミネア「かわいそうに……。 亡くなられた方の ご冥福を　祈りますわ。||
0x11EB1|マーニャ「いくら　船を失ったからって 自殺するなんて　バカげてるわ！ マーニャ「あたしなんて 何度　絶望しかけたことか……。 マーニャ「父さんを　殺されたり カタキ討ちに　失敗したり カジノで　有り金すったり……。 マーニャ「それでも　今日も たくましく　生きているんだから！||
0x11EB2|ホフマン「うう。 なんて　恐ろしいっ！ ホフマン「<HERO>さん。 あかずの間に　近づくのは よしましょう。||
0x11EB3|ミネア「確かに　あの部屋からは ただならぬ気配を　感じます。 ミネア「あの人の言うことも まんざら　ウソでは ないようですね。||
0x11EB4|マーニャ「な　なによ？ あたしは　そんな作り話で こ　怖がったりはしないわよ！||
0x11EB5|こないだまで　この町にいた ホフマンって男 さいきん　見かけないなー。||
0x11EB6|今日は　おとうさんたち はやく帰ってくるといいなあ。||
0x11EB7|パデキアの根っこって どんな病気も治るんだけど とーっても　にがくてマズいんだ！ だから　ぼく もう　病気をしないように 気をつけてるの！||
0x11EB8|そういえば　ちょっと||
0x11EB9|っ||
0x11EBA|「||
0x11EBB|らまん。の町　来とごクリフト にん||
0x11EBC|きい。 あいつも　遠いところから 来たみたいだったよ。||
0x11EBD|わたしの　ふるさとは この大陸のはるか　はずれ 小さなお城のある村ですわ。 しばらく　村に帰ってないけど まだ　パデキアの栽培を しているのかしら……。||
0x11EBE|ぐうぐう……。||
0x11EBF|すやすや……。||
0x11EC0|えらいでしょ　ぼくたち！ おうちの　おてつだいを してるんだよ。||
0x11EC1|ぼく　もっと小さいとき ひどい病気に　かかったの。 でも　ソレッタ村のおじいちゃんが パデキアの根っこを 持ってきてくれて　治ったんだよ。||
0x11EC2|ミネア「ホフマンさん……。 お元気だと　いいけど。||
0x11EC3|クリフト「パデキアの味ですか？ そうですねえ　たとえるなら 姫さま手作りのケーキのような…… クリフト「い　いえそのっ 別に　まずいとか　苦いとか そういうつもりでは！！||
0x11EC4|ブライ「そのソレッタまで行って やっとパデキアを手に入れたのです。 さあ　早く　宿屋のクリフトに！||
0x11EC5|トルネコ「たまには　ふるさとが 恋しくなったりしないんですかね？||
0x11EC6|ブライ「子どもは　回復力も強い。 いくらパデキアが万能薬とて クリフトにも　効くかどうか……。 ブライ「いや　信じるしかありません。 さあ　早く宿屋へ戻って パデキアを　クリフトに！||
0x11EC7|ブライ「姫さまが聞いたら　また 手合わせしてみたいだのと 言い出しそうですな。||
0x11EC8|ミネア「ライアン……。 その名前　なぜか気になります。 どうしてなのかしら。||
0x11EC9|マーニャ「あたしは　ごつい系も 別に　オッケーよ。 まっ　顔によりけりだけど。||
0x11ECA|ブライ「今ごろ　アリーナ姫は どこまで　行ったことやら……。 うーむ。ご無事だとよいが。||
0x11ECB|ミネア「パデキアとは　万病に効く 薬草の名前です。 前に　聞いたことがあります。||
0x11ECC|ブライ「姫さまも　パデキアを求め ソレッタへ　向かったはず。 われらも　急ぎましょうぞ！||
0x11ECD|ミネア「パデキアは　ソレッタの国で 取れるんですね。 まあ　知らなかったわ。||
0x11ECE|ぐうぐう……。||
0x11ECF|わたしも　ヒルタン老人の試験を 受けたのですが……。 あー！ いまだに　答えがわからない！ 宝の地図が　欲しかったのに！||
0x11ED0|ヒルタン「ホフマンなら この町を　出ていったぞ。 ヒルタン「あいつは　よく学んだ。 もう　わしに教えることは なくなったのじゃ。 ヒルタン「今ごろは　どこかで わしのように　新しい町を作ろうと がんばっているじゃろうよ。||
0x11ED1|いけませんわ。 私は　神に仕える身。 ……ぽっ。||
0x11ED2|こ　この花　よろしければ うけとって　くださいっ！ 私の気持ちです！||
0x11ED3|新しい土地で　はじめから人生を やりなおしてみたい人は けっこう　いるものです。 もし　そういう人たちに ピッタリの場所を　紹介すれば きっと　感謝されることでしょう。||
0x11ED4|ヒルタン老人の宿から はじまった　ミントス……。 ヒルタン老人の弟子 ホフマンという方もまた||
0x11ED5|た　　う町を作るために旅立ちました。 ホフマンさんの町も ミントスのように栄えることを お祈りしていますわ。||
0x11ED6|以前　この町にいた商人が 新しい町を作ると言って どこかへ旅立ったそうだ。 たしか……ホフマンという 名前だったな。||
0x11ED7|ヒルタン「あの　ホフマンという男。 あんたの知り合いだそうじゃな。 なかなか　よく働くやつじゃ。 ヒルタン「びしびし　きたえて わしのような　りっぱな商人に 育ててみせるぞい！||
0x11ED8|いけませんわ。 私は　神に仕える身。 ……ぽっ。||
0x11ED9|もし　よかったら…… 今度のお休みの日に 海を見にゆきませんかっ！？||
0x11EDA|西のキングレオの王さまは おそろしい方だっていうし 東のソレッタは　ぱっとしないし。 うーん　次はどこへ行って 商売をしようかなあ。||
0x11EDB|ここから　船で まっすぐ西に　進むと キングレオのお城に着くだろう。||
0x11EDC|ホフマン「ヒルタン老人が 成功したのは　ここで宿屋を 始めたのがきっかけとか。 ホフマン「うーん　ためになるなあ！||
0x11EDD|ヒルタン「宝の地図の　秘密を解くため 旅人から情報を聞こうと 宿屋を　始めたのだが……。 ヒルタン「わしは　もう じゅうぶん　金持ちになった。 もはや　宝などいらル　すまの顔||
0x11EDE|けませんわ。 私は　神に仕える身。 ……ぽっ。||
0x11EDF|じ　じつは あなたを　ひと目見た時から ……ぽっ。||
0x11EE0|ありゃ？　眠っちまったようだな。 あのじいさんの話は 眠くなっていけねえや。 しかたねえ もう　ひと眠りすっか！ ほんじゃ　おやすみ！||
0x11EE1|はっはっはっ…… はっくしょん！||
0x11EE2|は　冷えこむなあ。 ここは　ミントスの町だよ。||
0x11EE3|ヒルタン「その宝の地図は わしが　若い頃　手に入れたのだが ついに秘密を　解き明かせなかった…。 ヒルタン「じゃが　そなたらなら きっと　できるだろう！ {7f33}よ　がんばるのじゃぞ！||
0x11EE4|ヒルタン「そなたなら　その地図の秘密を 解き明かすことができるかもしれりう…てクゅのずいアーいヒルタン「と　思ったが 持ち物が　いっぱいではないか！ 出直してまいれ！||
0x11EE5|ヒルタン「よし　そなたに この　宝の地図をつかわそう。 ヒルタン「わしが若い頃　手に入れたが ついに　てうがぱ　「！んかのン 　グと何る…し立入わ　…。 ヒルタン「受けとるがよい！||
0x11EE6|{7f4c}「？？？||
0x11EE7|ヒルタン「むむっ！　あっぱれ！ なにも言わない……。つまり！ 沈黙は　金　なりじゃ！みあなっ ヒルタン「では　問題じゃ！ 商売において 一番大切なこと　とは何か？||
0x11EE8|ヒルタン「そうか||
0x11EE9|いいそ をっいひ良…ゆくがよい。||
0x11EEA|ヒルタン「ほほう。よくわかったな。 わしは　海だけじゃなく 世界のことに　くわしいのじゃ。 ヒルタン「そなた　少しは ほねが　ありそうじゃな。 ヒルタン「どうじゃ？ わしの試験を　受けてみるか？||
0x11EEB|ヒルタン「ばか者！ わしは　海だけじゃなく 世界のことに　くわしいのじゃ。 ヒルタン「人を　たずねるときは ちゃんと　調べてくるのだな。 出直してまいれ！||
0x11EEC|ヒルタン「なに？ 海にくわしい老人とは わしのことか　じゃと？||
0x11EED|ホフマン「さーてと。 ふむふむ　商売は金ではなく お客さんの笑顔のために……と。||
0x11EEE|ホフマン「あっ　{7f4c}さん！ ホフマン「さっそく　ヒルタン老人に 商売の　ひけつを 教えてもらっているところです。||
0x11EEF|いやはや　まったく ヒルタン老人の話は ためになります。 物ではなく　心を売る！ これには　まいりました……。||
0x11EF0|わたしも　商人の娘。 商売の勉しるしないとね。 でも　となりの人は　いったい なにを　しにきてるのかしら！||
0x11EF1|ぐごー　ぐごー。||
0x11EF2|ヒルタン老人は　若い頃 冒険家だったそうです。 いろんな宝物を　手に入れて それを元手に商売をして 大成功を　おさめたとか。||
0x11EF3|なーご。||
0x11EF4|ばうばうばう！||
0x11EF5|商売の神様っていうから どんなりっぱな人かと思ったら ただの　じいさんじゃないですか。 え？　ヒルタン老人なら そこの高台で　講義をしてますよ。||
0x11EF6|今でこそ　大きな町になった ミントスですが　昔は 小さな村でした。 宿屋のあるじ　ヒルタン老人が ここにりっぱな宿を建ててから しだいに　旅人が集まるようになり… 小さな村は　いつしか 大きな町となりました。 すべてヒルタン老人のおかげです。||
0x11EF7|みゃう　みゃう。||
0x11EF8|宿に泊まっている 旅の神官が 重い病に　倒れたそうだな。 伝説の薬草　パデキアさえあれば きっと　治るだろうに……。||
0x11EF9|本日は　良いお部屋が あいていますよ！||
0x11EFA|いらっしゃいませ！ お泊まりは　こちらでどうぞ！||
0x11EFB|ここは　ミントスの町。 商売をする者にとっては あこがれの　ヒルタン老人が いる町ですわ。 さまざまな人たちが ヒルタン老人の話を聞くため この町を　訪れるのです。||
0x11EFC|ホフマン「ありがとうございます！ ホフマン「みなさんのことは 一生　忘れません。 信じる心の　大切さも……。 ホフマン「元気でな　パトリシア。 さようなら　みなさん！ ご無事を　お祈りしています！||
0x11EFD|ホフマン「そんなこと　言わずに！ どうか　お願いします！||
0x11EFE|ホフマン「とつぜんですが　みなさん！ ホフマン「これまで　ずっと いっしょに旅をしてくれたこと ほんとうに　感謝しています。 ホフマン「{7f4c}さん。 わたしも　いずれは父の跡をつぎ 立派な宿屋になるのが　夢でした。 ホフマン「このミントスには　商人たちに 商売の神様と呼ばれる ヒルタン老人がいます。 ホフマン「わたしはヒルタン老人の もとで　修行をつんでみたい。 ですから…… ホフマン「勝手なお願いとは じゅうぶん　わかっていますが。 どうか　{7f4c}さん。 ホフマン「ここで　みなさんと お別れさせてください。 お願いします！||
0x11EFF|ホフマン「…………。||
0x11F00|ホフマン「やっぱりそうだ！ ホフマン「ミントスの町だ！ あの　商売の神様とよばれる ヒルタン老人の　ミントスだ！||
0x11F01|ホフマン「ここは……もしや！？||
0x11F02|大きな　たいまつが　燃えている。||
0x11F03|世界一の商人　ヒルタンの宿||
0x11F04|慈愛の笑みをうかべた　女神像だ。||
0x11F05|ライアン「新天地におもむき ひとりで　町を作ろうとするとは。 なかなかの男のようだな。||
0x11F06|アリーナ「ねえ　ホフマンって 少しの間　仲間だったんでしょ？ 町づくり　手伝ってあげましょう！||
0x11F07|トルネコ「はーっ　うらやましい。 私も　いつかホフマンさんのように 町を作るくらいの商人になりたい！||
0x11F08|マーニャ「つまりは　ホフマンは 新しい町の　生みの親。 ……ちっ。おしいのを逃がした！||
0x11F09|ブライ「フム。若いですなあー。 ほっほっほ。||
0x11F0A|アリーナ「あの人　ふるえすぎて 花びら　ぜんぶ落ちてるのに 気付いてないのかしら？||
0x11F0B|マーニャ「まーだ　やってんの？ もうーっ　じれったいわねっ！ この　いくじなしっ！！||
0x11F0C|ライアン「エンドール　ミントス 世界中を　勇者どのを探し 旅したものです。 ライアン「しかし　いつのまにか 追い抜いていたとは。 思いもよりませんでした。||
0x11F0D|ブライ「よいですか？　何事も まずは　健康があればこそ！ 日ごろから　体は大切に。||
0x11F0E|クリフト「ミントスでは　みなさんに お世話になりました……。 はあ……なさけないなあ。||
0x11F0F|アリーナ「クリフトが　倒れた時はね ものすごい　青い顔して いきなり　ふるえだしたのよ！ アリーナ「だいじょうぶだって言うのを みね打ちして　大急ぎで 宿屋まで　運んだんだから。||
0x11F10|トルネコ「いやーっ　今日は疲れた！ ささっ　宿屋で　のんびりと くつろぎましょう！||
0x11F11|ミネア「ホフマンさんと　別れ アリーナさんと　めぐり会った この町……。 ミネア「ミントスには　たくさんの 思い出が　ありますね。||
0x11F12|マーニャ「……||
0x11F13|になるとね。 あたしを呼ぶのよ。 お酒が！　酒場のにぎわいが！ マーニャ「なによう。ミントスって そういや　酒場がないのよね。 あーっ　お酒　飲みたーい！||
0x11F14|パノン「新しい土地で　新しい笑いを 追求するというのも 面白そうですね。うんうん。||
0x11F15|ライアン「私は　人生を やり直したいと思ったことはない。 毎日　悔いなく　生きているからな。||
0x11F16|ミネア「わたしも　新しい土地 ……そう　姉さんのいない土地で 人生を　やり直したい。 ミネア「なーんて　じょうだんですよ。 ええ　ただのじょうだん。 本当に　じょうだんですから。||
0x11F17|トルネコ「やっぱり　私もこの町で 修行しようかなあ……。||
0x11F18|マーニャ「ちっ　しまったわね！ さ　言なとられて ホフマンには　ツバつけてないわ！ マーニャ「あ～っ　あたしのバカ！ 青田買いは||
0x11F19|っが を根りに||
0x11F1A|まホフマン　…ルい人をうぎ！！||
0x11F1B|トルネコ「いやーっ　やっとあの人 独立したんですね！ よかった　よかったっ。||
0x11F1C|ミネア「ホフマンさんと　いっしょに 旅をしていた頃のこと…… なつかしいわ。||
0x11F1D|マーニャ「ホフマンのやつ　もう この町には　いないのよね。 元気で　やってるかしら？||
0x11F1E|パノン「ミントスに　来たなら ぜひとも　ヒルタン老人に 会って　みんとす！ パノン「わははっ！ わ　われながらハラが痛い！||
0x11F1F|ライアン「エンドール　ミントス 世界中を　勇者どのを探し 旅したものです。 ライアン「しかし　いつのまにか 追い抜いていたとは。 思いもよりませんでした。||
0x11F20|ブライ「よいですか？　何事も まずは　健康があればこそ！ 日ごろから　体は大切に。||
0x11F21|クリフト「ミントスでは　みなさんに お世話になりました……。 はあ……なさけないなあ。||
0x11F22|アリーナ「クリフトが　倒れた時はね ものすごい　青い顔して いきなり　ふるえだしたのよ！ アリーナ「だいじょうぶだって言うのを みね打ちして　大急ぎで 宿屋まで　運んだんだから。||
0x11F23|トルネコ「いずれは　私も ヒルタン老人と肩を並べるほどの 商人に　なりたいものです。||
0x11F24|ミネア「ホフマンさんと　別れ アリーナさんと　めぐり会った この町……。 ミネア「ミントスには　たくさんの 思い出が　ありますね。||
0x11F25|マーニャ「ミントスの宿屋のベッドが これまでで　いちばん お気に入りだわね。||
0x11F26|トルネコ「ものは　相談ですが 私も　ヒルタン老人に 弟子入りするというわけには……。 トルネコ「いや　言ってみただけです。 今は　それどころじゃ ありませんもんね！||
0x11F27|ミネア「ホフマンさんなら　きっと ヒルタン老人以上に りっぱな商人になれますよ。||
0x11F28|クリフト「信なダ人人の間で ゆれ動く心……。 身につまされるなあ。||
0x11F29|アリーナ「海なんて　一人だって 見られるじゃない。 何　言ってるのかしら？||
0x11F2A|マーニャ「おっ　おっ！ 言ったねえ～。がんばれー！！||
0x11F2B|ブライ「かしましいのやら むさくるしいのやら　姫さまに 感化されなければ　よいが。 ブライ「うーむ　心配だ。ぶつぶつ。||
0x11F2C|クリフト「姫さまにも　みなさんにも なんとお礼を　言ったらいいか ……ああ　申し訳ありません！ クリフト「このクリフト　これからは 身を粉にして　お役に立ちます！ 何でも　言ってくださいね。||
0x11F2D|アリーナ「||
0x11F2E|に　旅立つの？ いいわよ。||
0x11F2F|は魔物も元気だし！ とっても　楽しいわよね。||
0x11F30|トルネコ「なんだか　マーニャさんも ミネアさんも　すっかり 無口になっちゃいましたね。 トルネコ「キングレオって場所で 何か　いやなことでも あったんでしょうか？||
0x11F31|ミネア「もう　わたしたち姉妹は ふたりきりじゃない。 今度は　ぜったいに負けない……。 ミネア「い　いえ　別にっ。 なんでもないんです。 なんでも……。||
0x11F32|マーニャ「こんな所で　また キングレオの名を聞くとはね。 これも　運命ってやつかしら。 マーニャ「なんでもいいわ。 行きましょう。キングレオへ。 たぶん　あいつもいるはずよ！||
0x11F33|ブライ「悪いウワサをされる王には かならず　理由があります。 ブライ「キングレオの王は 名君主とは　言えもけですな。||
0x11F34|マーニャ「キングレオ……。 あいつ……バルザックもきっと。 きっと　あそこにいるわ。||
0x11F35|アリーナ「今度　船に乗る時は 絶対　マストのてっぺんまで 登るんだから！ アリーナ「うふふっ　楽しみ！||
0x11F36|トルネコ「だいじょうぶです。 私の船なら　１　か老　か　～ホフマンーはライアンっ　がすよ。||
0x11F37|マーニャ「船でキングレオに戻る……。 やっと　あの城に戻るのね……。||
0x11F38|ブライ「かしましいのやら むさくるしいのやら　姫さまに 感化されなければ　よいが。 ブライ「うーむ　心配だ。ぶつぶつ。||
0x11F39|クリフト「姫さまにも　みなさんにも なんとお礼を　言ったらいいか ……ああ　申し訳ありません！ クリフト「このクリフト　これからは 身を粉にして　お役に立ちます！ 何でも　言ってくださいね。||
0x11F3A|アリーナ「女の友だちって　わたし ふたりが　初めてだわ！ うれしいっ。||
0x11F3B|アリーナ「結局　またブライや クリフトと一緒なのね。 あーあ　つまんないのー。||
0x11F3C|トルネコ「なんだか　マーニャさんも ミネアさんも　すっかり 無口になっちゃいましたね。 トルネコ「キングレオって場所で 何か　いやなことでも あったんでしょうか？||
0x11F3D|ミネア「もう　わたしたち姉妹は ふたりきりじゃない。 今度は　ぜったいに負けない……。 ミネア「い　いえ　別にっ。 なんでもないんです。 なんでも……。||
0x11F3E|マーニャ「こんな所で　また キングレオの名を聞くとはね。 これも　運命ってやつかしら。 マーニャ「なんでもいいわ。 行きましょう。キングレオへ。 たぶん　あいつもいるはずよ！||
0x11F3F|ブライ「うーむ……。 すっかり　日が暮れてしまった。 ブライ「さあ！　急いでくだされ！ 早く　パデキアの根っこを 宿屋の　クリフトに！||
0x11F40|トルネコ「ここの土を　ひとにぎり 家の庭に　埋めてみたら うちの店も　立派になるかなあ。||
0x11F41|ミネア「あのお姫さま。 まだ　パデキアの洞くつに いるのかしら……？||
0x11F42|マーニャ「はーっ　つっかれたー！ もうダメ！　あたし　もう一歩も 動けなーいっ。 マーニャ「宿屋で休みましょっ。 イヤとは　言わせないわよ。||
0x11F43|ブライ「どうやら　クリフトは まだ　生きているようですな。 ブライ「さあ　早くそのパデキアを 宿屋の　クリフトに！||
0x11F44|ミネア「このパデキアの根っこで その人を　助けてあげましょう！||
0x11F45|ブライ「さあ！　急いでくだされ！ 早く　パデキアの根っこを 宿屋の　クリフトに！||
0x11F46|トルネコ「そういえば　ホフマンさん 元気で　やってますかね？ 後で　顔を見ていきましょう。||
0x11F47|ミネア「あのお姫さま。 まだ　パデキアの洞くつに いるのかしら……？||
0x11F48|マーニャ「やっぱ　都会の空気は いいわー！　このにぎやかさ！ さわがしさ！ マーニャ「あたしって　根っからの お祭り好きなのよねー。 はーっ　生き返る～っ。||
0x11F49|トルネコ「あの　熱心さがあればあな女がす。 わたしは　そう思います。||
0x11F4A|マーニャ「こんな||
0x11F4B|中まで　勉しだ化が「タみらたん！み||
0x11F4C|わ。||
0x11F4D|トルネコ「わかります　わかります。 お金じゃないんですよ！ わくわくする心っていうか。||
0x11F4E|マーニャ「お金持ちって　よゆうねぇ～。 あたしも　一度でいいから あんなセリフ　言ってみたいわ。||
0x11F4F|ミネア「シスターや　占い師って やっぱり　おかたい女に 見られちゃうのかしら？||
0x11F50|ブライ「ほっほっほ。 このじいも　若い頃は　ああして||
0x11F51|ごと　女性を口説いたものです。||
0x11F52|マーニャ「じれったいわねーっ。 ああいう時は　がばっと 肩ぐらい　抱かなきゃダメよ！||
0x11F53|アリーナ「外で眠るのって 気持ちがいいのかしら？ 一度　試してみたいわね。||
0x11F54|ミネア「のんきな人……。||
0x11F55|パノン「むむっ。あの男　できる……！ あのはずし方　あの呼吸。 うかうかしてられないぞ。||
0x11F56|マーニャ「やっだぁ～！ ツバがお…かかっちゃったわよ！ もうっ！　きったないわねー。||
0x11F57|ブライ「||
0x11F58|フラフラと出歩いていると 不良になりますぞ！||
0x11F59|ブライ「クリフトのアホめの病は どこぞの国の　薬でなくては 治せないとか。 ブライ「さあ！　われらも急いで 姫さまを　追いかけましょうぞ！||
0x11F5A|トルネコ「ここの土を　ひとにぎり 家の庭に　埋めてみたら うちの店も　立派になるかなあ。||
0x11F5B|ミネア「この町に　来たのは けして　偶然ではありません。 そう　我々は　導かれて来た……。 ミネア「感じます。あの||
0x11F5C|のさ ！いたましょう　心のままに。 運命が　待っています。||
0x11F5D|ミネア「あんな大きな宿屋なら お部屋も　ベッドも 気持ちいいでしょうね。||
0x11F5E|マーニャ「ホフマンがいた時は 重い荷物も　ぜーんぶ 持ってくれたのにいー。 マーニャ「あー　つかれたっ。 ねえねえ　もう休みましょうよ。||
0x11F5F|マーニャ「大きな町のわりに||
0x11F60|あそびには　し悔いわね。 つまんないのー。||
0x11F61|アリーナ「宝　あるところに 必ず　魔物あり！ 戦いは　わたしにまかせてね！||
0x11F62|トルネコ「ヒルタン老人にも解けない謎を 解いたとなれば うちの店にも　ハクがつくぞ！ トルネコ「{7f33}さん！ がんばりましょう！||
0x11F63|マーニャ「あたしの好きな言葉ベスト３！ １位　お金　２位　宝石　３位　お宝！ よーく覚えておいてねっ。||
